OBJECTID *,Shape *,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Length,Shape_Area
15710,Polygon,1913,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,340.9684,8 - Unknown,Suppression (Wildfire),280,4404.748083,1379849.949
15711,Polygon,1913,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,287.482,8 - Unknown,Suppression (Wildfire),575,6860.842261,1163398.35
15765,Polygon,1913,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,163.3936,8 - Unknown,Suppression (Wildfire),49,4097.553686,661230.4195
15766,Polygon,1913,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,127.8856,8 - Unknown,Suppression (Wildfire),67,2779.706618,517534.564
15767,Polygon,1913,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,171.3934,8 - Unknown,Suppression (Wildfire),139,3373.193983,693604.4759
15768,Polygon,1913,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,98.73739,8 - Unknown,Suppression (Wildfire),141,3092.317979,399576.0414
15769,Polygon,1913,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,906.5845,8 - Unknown,Suppression (Wildfire),146,7476.720128,3668817.503
15770,Polygon,1913,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,2412.013,8 - Unknown,Suppression (Wildfire),175,14573.58148,9761071.389
15771,Polygon,1913,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,170.6787,8 - Unknown,Suppression (Wildfire),278,3153.498781,690712.2673
15776,Polygon,1913,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,136.6626,8 - Unknown,Suppression (Wildfire),600,2939.351368,553053.9104
15777,Polygon,1913,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,148.536,8 - Unknown,Suppression (Wildfire),651,3233.899253,601103.7537
1288,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,18754.99,<Null>,Suppression (Wildfire),5,41615.57481,75898755.79
1289,Polygon,1914,California,USDA Forest Service,Modoc National Forest, ,0,<Null>,<Null>,1 - Lightning,,<Null>,22.56877,<Null>,Suppression (Wildfire),13,1232.434411,91332.56802
1290,Polygon,1914,California,USDA Forest Service,Modoc National Forest, ,0,<Null>,<Null>,1 - Lightning,,<Null>,76.33097,<Null>,Suppression (Wildfire),33,2273.082859,308900.4737
1291,Polygon,1914,California,USDA Forest Service,Modoc National Forest,JUNIPER SP.,0,9/26/1914,<Null>,1 - Lightning,,<Null>,12.50794,<Null>,Suppression (Wildfire),49,818.891597,50617.8438
1292,Polygon,1914,California,USDA Forest Service,Modoc National Forest,MT.BIDWELL2,0,8/14/1914,<Null>,9 - Miscellaneous,,<Null>,35.08163,<Null>,Suppression (Wildfire),39,1516.191229,141970.3409
1293,Polygon,1914,California,USDA Forest Service,Modoc National Forest,MT.BIDWELL1,0,8/10/1914,<Null>,9 - Miscellaneous,,<Null>,19.08558,<Null>,Suppression (Wildfire),38,1050.882048,77236.60387
1294,Polygon,1914,California,USDA Forest Service,Modoc National Forest,DRY CR. BASI,0,9/28/1914,<Null>,9 - Miscellaneous,,<Null>,1.122252,<Null>,Suppression (Wildfire),48,302.47916,4541.591795
1295,Polygon,1914,California,USDA Forest Service,Six Rivers National Forest,N/A,0,3/20/1914,<Null>,4 - Campfire,,<Null>,29.86984,<Null>,Suppression (Wildfire),14,1234.051543,120878.9541
1296,Polygon,1914,California,USDA Forest Service,Six Rivers National Forest,N/A,0,7/4/1914,<Null>,4 - Campfire,,<Null>,4.978342,<Null>,Suppression (Wildfire),19,503.801388,20146.63323
1297,Polygon,1914,California,USDA Forest Service,Six Rivers National Forest,IKES CREEK,0,8/25/1914,<Null>,8 - Playing with fire,,<Null>,3.983144,<Null>,Suppression (Wildfire),200030,450.63971,16119.21205
1298,Polygon,1914,California,USDA Forest Service,Six Rivers National Forest, ,0,7/22/1914,<Null>,9 - Miscellaneous,,<Null>,9.957799,<Null>,Suppression (Wildfire),301014,712.521281,40297.78314
1299,Polygon,1914,California,USDA Forest Service,Six Rivers National Forest, ,0,11/10/1914,<Null>,14 - Unknown / Unidentified,,<Null>,24.89403,<Null>,Suppression (Wildfire),301016,1126.584258,100742.5474
1300,Polygon,1914,California,USDA Forest Service,Six Rivers National Forest, ,0,8/14/1914,<Null>,14 - Unknown / Unidentified,,<Null>,14.93665,<Null>,Suppression (Wildfire),400734,872.655252,60446.47401
1301,Polygon,1914,California,USDA Forest Service,Six Rivers National Forest, ,0,11/22/1914,<Null>,14 - Unknown / Unidentified,,<Null>,8.962165,<Null>,Suppression (Wildfire),400771,675.96245,36268.59478
1302,Polygon,1914,California,USDA Forest Service,Six Rivers National Forest, ,0,11/22/1914,<Null>,14 - Unknown / Unidentified,,<Null>,6.970591,<Null>,Suppression (Wildfire),400772,596.143649,28208.98086
1448,Polygon,1914,California,USDA Forest Service,Six Rivers National Forest, ,0,11/22/1914,<Null>,14 - Unknown / Unidentified,,<Null>,2.987355,<Null>,Suppression (Wildfire),400774,390.264949,12089.39659
1449,Polygon,1914,California,USDA Forest Service,Six Rivers National Forest, ,0,8/7/1914,<Null>,14 - Unknown / Unidentified,,<Null>,2.987371,<Null>,Suppression (Wildfire),400781,390.265977,12089.46038
1450,Polygon,1914,California,USDA Forest Service,Six Rivers National Forest, ,0,8/21/1914,<Null>,14 - Unknown / Unidentified,,<Null>,6.970737,<Null>,Suppression (Wildfire),400859,596.149869,28209.56945
1451,Polygon,1914,California,USDA Forest Service,Klamath National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,113.3037,<Null>,Suppression (Wildfire),0,2717.801104,458523.752
1524,Polygon,1914,California,USDA Forest Service,Tahoe National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified, ,<Null>,109.8013,<Null>,Suppression (Wildfire),2,3039.723108,444350.1796
1577,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,31.62511,<Null>,Suppression (Wildfire),0,1504.750768,127982.2789
1578,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,66.59819,<Null>,Suppression (Wildfire),0,2172.627861,269513.3137
1579,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,361.62,<Null>,Suppression (Wildfire),0,4585.260059,1463424.217
1580,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,621.756,<Null>,Suppression (Wildfire),0,6045.088055,2516157.38
2912,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,247.1482,<Null>,Suppression (Wildfire),201,3884.686505,1000173.384
2913,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,2383.928,<Null>,Suppression (Wildfire),200,16665.42655,9647416.495
2914,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,2694.229,<Null>,Suppression (Wildfire),4,15895.02965,10903159.28
2915,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,56.70692,<Null>,Suppression (Wildfire),65,2351.950269,229484.7869
2916,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,90.37506,<Null>,Suppression (Wildfire),66,2908.113481,365734.8871
2917,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,151.6843,<Null>,Suppression (Wildfire),64,4447.749735,613844.5237
2918,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,93.01076,<Null>,Suppression (Wildfire),72,2892.10327,376401.1805
2919,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,1 - Lightning,,<Null>,273.9333,<Null>,Suppression (Wildfire),67,4840.744217,1108568.771
2920,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,229.6811,<Null>,Suppression (Wildfire),75,5976.05463,929486.523
2921,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,188.0005,<Null>,Suppression (Wildfire),70,7804.087969,760811.219
2922,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,85.60546,<Null>,Suppression (Wildfire),73,3037.229545,346433.022
2923,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,114.644,<Null>,Suppression (Wildfire),74,4674.671798,463947.7799
2924,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,100.8628,<Null>,Suppression (Wildfire),0,2641.372875,408177.3252
2925,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,3951.983,<Null>,Suppression (Wildfire),0,20370.70282,15993107.91
2926,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,145.4944,<Null>,Suppression (Wildfire),0,3037.19343,588794.9249
3466,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,74.12689,<Null>,Suppression (Wildfire),0,2488.056038,299980.8767
3467,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,34.71831,<Null>,Suppression (Wildfire),0,1437.886769,140500.001
3468,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,72.53403,<Null>,Suppression (Wildfire),0,2142.060812,293534.8265
3469,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,136.9356,<Null>,Suppression (Wildfire),0,2933.612038,554158.725
3470,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,72.65955,<Null>,Suppression (Wildfire),0,2033.615941,294042.7723
3471,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,57.43073,<Null>,Suppression (Wildfire),0,1803.068077,232413.898
3472,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,439.0279,<Null>,Suppression (Wildfire),0,4996.194836,1776682.682
3473,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,32.46133,<Null>,Suppression (Wildfire),0,1572.23016,131366.3505
3474,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,39.47439,<Null>,Suppression (Wildfire),0,1604.0681,159747.2009
3475,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,50.7453,<Null>,Suppression (Wildfire),0,1825.421126,205358.965
3476,Polygon,1914,California,USDA Forest Service,Plumas National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,514.6414,<Null>,Suppression (Wildfire),1,5916.944707,2082680.003
4060,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,632.4794,<Null>,Suppression (Wildfire),0,6536.453673,2559553.512
4061,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,952.1619,<Null>,Suppression (Wildfire),0,8108.803663,3853262.301
4062,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,157.3996,<Null>,Suppression (Wildfire),0,3789.978239,636973.4413
4063,Polygon,1914,California,Contract County,Los Angeles County, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,1710.598,<Null>,Suppression (Wildfire),0,10809.89598,6922545.077
4064,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,119.7216,<Null>,Suppression (Wildfire),210,2809.523663,484496.2453
4604,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,201.2675,<Null>,Suppression (Wildfire),211,3297.878348,814500.5126
4605,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,189.3327,<Null>,Suppression (Wildfire),212,3844.08122,766202.3438
4606,Polygon,1914,California,USDA Forest Service,San Bernardino National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,45.35762,<Null>,Suppression (Wildfire),0,1617.781597,183555.7857
4607,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,442.4987,<Null>,Suppression (Wildfire),16,4886.251945,1790728.693
4735,Polygon,1914,California,USDA Forest Service,Klamath National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,114.8681,<Null>,Suppression (Wildfire),152,2512.36332,464854.7666
4736,Polygon,1914,California,USDA Forest Service,Sequoia National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,16.9194,<Null>,Suppression (Wildfire),57,1061.173236,68470.36848
4737,Polygon,1914,California,USDA Forest Service,Sequoia National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,116.4767,<Null>,Suppression (Wildfire),20,2796.031357,471364.6559
4738,Polygon,1914,California,USDA Forest Service,Sequoia National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,64.30424,<Null>,Suppression (Wildfire),53,2407.633704,260230.0217
4739,Polygon,1914,California,USDA Forest Service,Sequoia National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,361.8946,<Null>,Suppression (Wildfire),39,7545.761402,1464535.358
4740,Polygon,1914,California,USDA Forest Service,Sequoia National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,138.8246,<Null>,Suppression (Wildfire),82,5475.105617,561803.4362
4741,Polygon,1914,California,USDA Forest Service,Sequoia National Forest, ,0,<Null>,<Null>,1 - Lightning,,<Null>,19.89346,<Null>,Suppression (Wildfire),64,1169.146664,80505.95641
4742,Polygon,1914,California,USDA Forest Service,Sequoia National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,860.9345,<Null>,Suppression (Wildfire),46,8235.089531,3484078.356
4743,Polygon,1914,California,USDA Forest Service,Sequoia National Forest, ,0,<Null>,<Null>,1 - Lightning,,<Null>,12.96243,<Null>,Suppression (Wildfire),75,943.665405,52457.0854
4744,Polygon,1914,California,USDA Forest Service,Sequoia National Forest, ,0,<Null>,<Null>,1 - Lightning,,<Null>,197.1106,<Null>,Suppression (Wildfire),23,4048.630189,797678.2096
4745,Polygon,1914,California,USDA Forest Service,Sequoia National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,7.807741,<Null>,Suppression (Wildfire),61,696.448787,31596.80503
4746,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,141.1996,<Null>,Suppression (Wildfire),77,3245.965064,571414.4599
4747,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,1 - Lightning,,<Null>,270.8372,<Null>,Suppression (Wildfire),68,4625.733921,1096039.428
4748,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,61.80046,<Null>,Suppression (Wildfire),71,2196.318589,250097.6113
4749,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,69.49715,<Null>,Suppression (Wildfire),63,2178.156912,281245.0161
4750,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,180.6853,<Null>,Suppression (Wildfire),69,4092.562918,731207.3048
4751,Polygon,1914,California,USDA Forest Service,Cleveland National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,1146.239,<Null>,Suppression (Wildfire),76,15103.78981,4638663.467
5667,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,2547.206,<Null>,Suppression (Wildfire),80,12000.90867,10308177.8
5669,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,127.0478,<Null>,Suppression (Wildfire),205,2712.919379,514144.2347
5671,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,81.61018,<Null>,Suppression (Wildfire),79,2152.274064,330264.6611
9334,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,157.0615,<Null>,Suppression (Wildfire),999,3042.709505,635605.3704
10502,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,1349.007,<Null>,Suppression (Wildfire),999,11555.8565,5459239.048
10769,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,40.81314,<Null>,Suppression (Wildfire),998,1498.193217,165164.9338
11070,Polygon,1914,California,USDA Forest Service,Angeles National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,"S.Imsand,Saugus,5N15W-6,NofSan Francisquito powerhouse-AFA 1911-30 Saugus+T map*",1120,1503.666,<Null>,Suppression (Wildfire),0,11316.499,6085119.218
11480,Polygon,1914,California,USDA Forest Service,Tahoe National Forest, ,0,<Null>,<Null>,9 - Miscellaneous, ,<Null>,749.3329,<Null>,Suppression (Wildfire),1,10632.36843,3032442.692
12707,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,571.2242,<Null>,Suppression (Wildfire),203,5620.965374,2311662.354
12715,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,335.4915,<Null>,Suppression (Wildfire),206,4359.142978,1357686.111
12723,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,18089.28,<Null>,Suppression (Wildfire),204,32824.36885,73204734.74
13316,Polygon,1914,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,258.5957,8 - Unknown,Suppression (Wildfire),132,5160.089562,1046499.515
13439,Polygon,1914,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,2913.188,8 - Unknown,Suppression (Wildfire),180,14645.32545,11789255.58
13440,Polygon,1914,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,238.9032,8 - Unknown,Suppression (Wildfire),249,3812.402442,966806.9085
13441,Polygon,1914,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,186.244,8 - Unknown,Suppression (Wildfire),260,3660.194554,753702.8032
13442,Polygon,1914,California,USDA Forest Service,Stanislaus National Forest, ,<Null>,<Null>,<Null>,14 - Unknown / Unidentified,20090305,0,1248.402,8 - Unknown,Suppression (Wildfire),143,9969.684658,5052104.06
13656,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,121.0157,<Null>,Suppression (Wildfire),997,2508.136541,489733.0791
13658,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,59.96819,<Null>,Suppression (Wildfire),207,1897.290514,242682.6494
13661,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,98.64935,<Null>,Suppression (Wildfire),208,2294.571867,399219.75
13664,Polygon,1914,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,95.70094,<Null>,Suppression (Wildfire),209,2313.382078,387287.9368
14094,Polygon,1914,California,USDA Forest Service,Angeles National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,"S.Imsand,Saugus,5N15W-10, W Bouquet,3mi.N Texas jn- AFA 1911-1930 Saugus map 1:*",76,144.0361,<Null>,Suppression (Wildfire),0,3024.293173,582893.5813
14225,Polygon,1914,California,USDA Forest Service,Angeles National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,"S.Imsand,Saugus,8N16W-33, SE 3Pts-AFA 1911-30 Saugus+T map 1:256400",40,153.7111,<Null>,Suppression (Wildfire),0,2888.888395,622046.5757
14226,Polygon,1914,California,USDA Forest Service,Angeles National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,"S.Imsand,Saugus,7N16W-5, OakFlat area SW of 3Pts-AFA 1911-30 Saugus+T map 1:256*",60,108.8059,<Null>,Suppression (Wildfire),0,2496.764073,440322.0313
15468,Polygon,1914,California,USDA Forest Service,Angeles National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,"S.Imsand,Saugus,4N14W-10,11,NE Soledad jn Agua Dulce Rd-AFA 1911-1930 Saugus ma*",70,170.063,<Null>,Suppression (Wildfire),0,3007.680648,688220.4811
15560,Polygon,1914,California,USDA Forest Service,Angeles National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified," S Imsand,Saugus, 5N 16W-35,36; bet.Dry & Haskell Cyns-AFA 1911-1920 Trans map *",120,181.547,<Null>,Suppression (Wildfire),0,3410.213944,734694.4411
15564,Polygon,1914,California,USDA Forest Service,Angeles National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified," S Imsand,Saugus, 5N 15W-28, Bouquet jn Texas-AFA 1911-1920 Trans map 1:260100",40,91.71175,<Null>,Suppression (Wildfire),0,2395.265576,371144.2609
15580,Polygon,1914,California,USDA Forest Service,Angeles National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified," S Imsand,Tujunga, 3N 15W-19, SE San Fernando Pass-AFA 1911-1920 Trans map 1:26*",120,105.0092,<Null>,Suppression (Wildfire),0,2480.414869,424957.3371
15590,Polygon,1914,California,USDA Forest Service,Angeles National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified," S Imsand, Baldy, Evey Canyon and E, ADDN to #493-AFA 1911-1920 Trans map 1:260*",1600,728.7332,<Null>,Suppression (Wildfire),0,8788.145687,2949078.529
15591,Polygon,1914,California,USDA Forest Service,Angeles National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified," S Imsand, Baldy, Evey Canyon and E, ADDN to #493-AFA 1911-1920 Trans map 1:260*",1600,293.2419,<Null>,Suppression (Wildfire),0,4377.561295,1186707.782
451,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,172.7659,<Null>,Suppression (Wildfire),999,3479.594505,699158.591
452,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,156.1532,<Null>,Suppression (Wildfire),217,3279.23944,631929.569
453,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,58.33276,<Null>,Suppression (Wildfire),218,2092.163638,236064.3114
454,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,133.358,<Null>,Suppression (Wildfire),219,2838.29745,539680.5061
455,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,265.6658,<Null>,Suppression (Wildfire),206,4124.010554,1075111.229
456,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,670.0298,<Null>,Suppression (Wildfire),208,6594.100012,2711514.276
457,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,143.6619,<Null>,Suppression (Wildfire),12,2998.58552,581379.1251
458,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,78.62766,<Null>,Suppression (Wildfire),16,2186.97947,318194.8288
459,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,411.6157,<Null>,Suppression (Wildfire),50,5076.151334,1665749.725
460,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,117.0838,<Null>,Suppression (Wildfire),200,2513.408038,473821.2114
461,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,277.5143,<Null>,Suppression (Wildfire),201,4059.209267,1123060.377
462,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,1097.326,<Null>,Suppression (Wildfire),73,8418.847782,4440722.406
463,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,94.28757,<Null>,Suppression (Wildfire),20,2361.478708,381568.2579
464,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,14 - Unknown / Unidentified,,<Null>,488.8272,<Null>,Suppression (Wildfire),203,7715.186029,1978213.442
465,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,702.3403,<Null>,Suppression (Wildfire),0000090B,7380.633872,2842270.374
466,Polygon,1915,California,USDA Forest Service,Los Padres National Forest, ,0,<Null>,<Null>,9 - Miscellaneous,,<Null>,302.8359,<Null>,Suppression (Wildfire),0000090C,4105.079109,1225533.606
